date,location,server,cluster,kpi
2024-01-28,Delhi,AMD,10000000000172,31.6
2024-01-29,Delhi,AMD,10000000000172,28.78
2024-01-30,Delhi,AMD,10000000000172,16.75
2024-01-01,Delhi,INTEL,10000000000173,17.21
2024-01-02,Delhi,INTEL,10000000000173,31.06
2024-01-03,Delhi,INTEL,10000000000173,19.62
2024-01-04,Delhi,INTEL,10000000000173,11.67
2024-01-05,Delhi,INTEL,10000000000173,47.32
2024-01-06,Delhi,INTEL,10000000000173,67.03
2024-01-07,Delhi,INTEL,10000000000173,48.62
2024-01-08,Delhi,INTEL,10000000000173,88.67
2024-01-09,Delhi,INTEL,10000000000173,49.61
2024-01-10,Delhi,INTEL,10000000000173,68.28
2024-01-11,Delhi,INTEL,10000000000173,77.31
2024-01-12,Delhi,INTEL,10000000000173,76.81
2024-01-13,Delhi,INTEL,10000000000173,82.81
2024-01-14,Delhi,INTEL,10000000000173,67.8
2024-01-15,Delhi,INTEL,10000000000173,72.95
2024-01-16,Delhi,INTEL,10000000000173,72.74
2024-01-17,Delhi,INTEL,10000000000173,87.02
2024-01-18,Delhi,INTEL,10000000000173,55.16
2024-01-19,Delhi,INTEL,10000000000173,19.12
2024-01-20,Delhi,INTEL,10000000000173,49.42
2024-01-21,Delhi,INTEL,10000000000173,25.19
2024-01-22,Delhi,INTEL,10000000000173,53.39
2024-01-23,Delhi,INTEL,10000000000173,30.2
2024-01-24,Delhi,INTEL,10000000000173,58.72
2024-01-25,Delhi,INTEL,10000000000173,15.44
2024-01-26,Delhi,INTEL,10000000000173,98.81
2024-01-27,Delhi,INTEL,10000000000173,27.43
2024-01-28,Delhi,INTEL,10000000000173,19.81
2024-01-29,Delhi,INTEL,10000000000173,16.7
2024-01-30,Delhi,INTEL,10000000000173,82.44
2024-01-01,Delhi,INTEL,10000000000174,81.67
2024-01-02,Delhi,INTEL,10000000000174,10.96
2024-01-03,Delhi,INTEL,10000000000174,85.96
2024-01-04,Delhi,INTEL,10000000000174,58.88
2024-01-05,Delhi,INTEL,10000000000174,17.8
2024-01-06,Delhi,INTEL,10000000000174,81.48
2024-01-07,Delhi,INTEL,10000000000174,48.86
2024-01-08,Delhi,INTEL,10000000000174,39.43
2024-01-09,Delhi,INTEL,10000000000174,13.34
2024-01-10,Delhi,INTEL,10000000000174,8.8
2024-01-11,Delhi,INTEL,10000000000174,71.06
2024-01-12,Delhi,INTEL,10000000000174,43.98
2024-01-13,Delhi,INTEL,10000000000174,19.48
2024-01-14,Delhi,INTEL,10000000000174,22.68
2024-01-15,Delhi,INTEL,10000000000174,98.27
2024-01-16,Delhi,INTEL,10000000000174,51.51
2024-01-17,Delhi,INTEL,10000000000174,22.86
2024-01-18,Delhi,INTEL,10000000000174,57.84
2024-01-19,Delhi,INTEL,10000000000174,18.17
2024-01-20,Delhi,INTEL,10000000000174,32.8
2024-01-21,Delhi,INTEL,10000000000174,75.24
2024-01-22,Delhi,INTEL,10000000000174,73.53
2024-01-23,Delhi,INTEL,10000000000174,46.03
2024-01-24,Delhi,INTEL,10000000000174,74.0
2024-01-25,Delhi,INTEL,10000000000174,89.1
2024-01-26,Delhi,INTEL,10000000000174,56.66
2024-01-27,Delhi,INTEL,10000000000174,79.87
2024-01-28,Delhi,INTEL,10000000000174,10.38
2024-01-29,Delhi,INTEL,10000000000174,87.12
2024-01-30,Delhi,INTEL,10000000000174,20.88
2024-01-01,Delhi,INTEL,10000000000175,28.85
2024-01-02,Delhi,INTEL,10000000000175,75.57
2024-01-03,Delhi,INTEL,10000000000175,101.21
2024-01-04,Delhi,INTEL,10000000000175,88.24
2024-01-05,Delhi,INTEL,10000000000175,95.6
2024-01-06,Delhi,INTEL,10000000000175,48.74
2024-01-07,Delhi,INTEL,10000000000175,30.96
2024-01-08,Delhi,INTEL,10000000000175,8.11
2024-01-09,Delhi,INTEL,10000000000175,47.59
2024-01-10,Delhi,INTEL,10000000000175,16.39
2024-01-11,Delhi,INTEL,10000000000175,69.4
2024-01-12,Delhi,INTEL,10000000000175,42.6
2024-01-13,Delhi,INTEL,10000000000175,23.84
2024-01-14,Delhi,INTEL,10000000000175,62.83
2024-01-15,Delhi,INTEL,10000000000175,97.03
2024-01-16,Delhi,INTEL,10000000000175,36.88
2024-01-17,Delhi,INTEL,10000000000175,38.32
2024-01-18,Delhi,INTEL,10000000000175,68.96
2024-01-19,Delhi,INTEL,10000000000175,38.76
2024-01-20,Delhi,INTEL,10000000000175,34.9
2024-01-21,Delhi,INTEL,10000000000175,21.95
2024-01-22,Delhi,INTEL,10000000000175,25.81
2024-01-23,Delhi,INTEL,10000000000175,36.89
2024-01-24,Delhi,INTEL,10000000000175,16.24
2024-01-25,Delhi,INTEL,10000000000175,81.96
2024-01-26,Delhi,INTEL,10000000000175,25.79
2024-01-27,Delhi,INTEL,10000000000175,32.67
2024-01-28,Delhi,INTEL,10000000000175,27.32
2024-01-29,Delhi,INTEL,10000000000175,73.86
2024-01-30,Delhi,INTEL,10000000000175,83.63
2024-01-01,Delhi,AMD,10000000000176,23.47
2024-01-02,Delhi,AMD,10000000000176,25.64
2024-01-03,Delhi,AMD,10000000000176,29.39
2024-01-04,Delhi,AMD,10000000000176,44.17
2024-01-05,Delhi,AMD,10000000000176,21.42
2024-01-06,Delhi,AMD,10000000000176,52.06
2024-01-07,Delhi,AMD,10000000000176,62.49
2024-01-08,Delhi,AMD,10000000000176,33.61
2024-01-09,Delhi,AMD,10000000000176,20.75
2024-01-10,Delhi,AMD,10000000000176,13.49
2024-01-11,Delhi,AMD,10000000000176,51.77
2024-01-12,Delhi,AMD,10000000000176,16.6
2024-01-13,Delhi,AMD,10000000000176,36.49
2024-01-14,Delhi,AMD,10000000000176,96.46
2024-01-15,Delhi,AMD,10000000000176,27.4
2024-01-16,Delhi,AMD,10000000000176,73.31
2024-01-17,Delhi,AMD,10000000000176,89.69
2024-01-18,Delhi,AMD,10000000000176,23.35
2024-01-19,Delhi,AMD,10000000000176,55.54
2024-01-20,Delhi,AMD,10000000000176,31.05
2024-01-21,Delhi,AMD,10000000000176,33.04
2024-01-22,Delhi,AMD,10000000000176,69.44
2024-01-23,Delhi,AMD,10000000000176,41.76
2024-01-24,Delhi,AMD,10000000000176,85.73
2024-01-25,Delhi,AMD,10000000000176,67.81
2024-01-26,Delhi,AMD,10000000000176,98.2
2024-01-27,Delhi,AMD,10000000000176,64.72
2024-01-28,Delhi,AMD,10000000000176,53.87
2024-01-29,Delhi,AMD,10000000000176,26.68
2024-01-30,Delhi,AMD,10000000000176,85.68
2024-01-01,Delhi,INTEL,10000000000177,62.36
2024-01-02,Delhi,INTEL,10000000000177,23.75
2024-01-03,Delhi,INTEL,10000000000177,44.18
2024-01-04,Delhi,INTEL,10000000000177,11.26
2024-01-05,Delhi,INTEL,10000000000177,45.23
2024-01-06,Delhi,INTEL,10000000000177,75.07
2024-01-07,Delhi,INTEL,10000000000177,98.16
2024-01-08,Delhi,INTEL,10000000000177,36.44
2024-01-09,Delhi,INTEL,10000000000177,47.08
2024-01-10,Delhi,INTEL,10000000000177,61.78
2024-01-11,Delhi,INTEL,10000000000177,53.69
2024-01-12,Delhi,INTEL,10000000000177,62.86
2024-01-13,Delhi,INTEL,10000000000177,78.41
2024-01-14,Delhi,INTEL,10000000000177,40.63
2024-01-15,Delhi,INTEL,10000000000177,17.42
2024-01-16,Delhi,INTEL,10000000000177,98.18
2024-01-17,Delhi,INTEL,10000000000177,49.1
2024-01-18,Delhi,INTEL,10000000000177,16.64
2024-01-19,Delhi,INTEL,10000000000177,101.38
2024-01-20,Delhi,INTEL,10000000000177,79.5
2024-01-21,Delhi,INTEL,10000000000177,37.86
2024-01-22,Delhi,INTEL,10000000000177,59.36
2024-01-23,Delhi,INTEL,10000000000177,70.12
2024-01-24,Delhi,INTEL,10000000000177,55.29
2024-01-25,Delhi,INTEL,10000000000177,94.7
2024-01-26,Delhi,INTEL,10000000000177,35.21
2024-01-27,Delhi,INTEL,10000000000177,63.81
2024-01-28,Delhi,INTEL,10000000000177,42.38
2024-01-29,Delhi,INTEL,10000000000177,91.86
2024-01-30,Delhi,INTEL,10000000000177,36.84
2024-01-01,Delhi,AMD,10000000000178,75.25
2024-01-02,Delhi,AMD,10000000000178,41.91
2024-01-03,Delhi,AMD,10000000000178,87.9
2024-01-04,Delhi,AMD,10000000000178,24.51
2024-01-05,Delhi,AMD,10000000000178,33.99
2024-01-06,Delhi,AMD,10000000000178,58.54
2024-01-07,Delhi,AMD,10000000000178,31.09
2024-01-08,Delhi,AMD,10000000000178,28.73
2024-01-09,Delhi,AMD,10000000000178,96.26
2024-01-10,Delhi,AMD,10000000000178,64.57
2024-01-11,Delhi,AMD,10000000000178,69.09
2024-01-12,Delhi,AMD,10000000000178,31.3
2024-01-13,Delhi,AMD,10000000000178,22.73
2024-01-14,Delhi,AMD,10000000000178,30.54
2024-01-15,Delhi,AMD,10000000000178,46.95
2024-01-16,Delhi,AMD,10000000000178,75.78
2024-01-17,Delhi,AMD,10000000000178,46.57
2024-01-18,Delhi,AMD,10000000000178,55.77
2024-01-19,Delhi,AMD,10000000000178,83.79
2024-01-20,Delhi,AMD,10000000000178,93.83
2024-01-21,Delhi,AMD,10000000000178,46.09
2024-01-22,Delhi,AMD,10000000000178,16.35
2024-01-23,Delhi,AMD,10000000000178,83.48
2024-01-24,Delhi,AMD,10000000000178,62.09
2024-01-25,Delhi,AMD,10000000000178,53.25
2024-01-26,Delhi,AMD,10000000000178,51.15
2024-01-27,Delhi,AMD,10000000000178,35.08
2024-01-28,Delhi,AMD,10000000000178,89.37
2024-01-29,Delhi,AMD,10000000000178,21.49
2024-01-30,Delhi,AMD,10000000000178,20.58
2024-01-01,Delhi,AMD,10000000000179,48.27
2024-01-02,Delhi,AMD,10000000000179,43.89
2024-01-03,Delhi,AMD,10000000000179,77.34
2024-01-04,Delhi,AMD,10000000000179,19.16
2024-01-05,Delhi,AMD,10000000000179,44.91
2024-01-06,Delhi,AMD,10000000000179,81.98
2024-01-07,Delhi,AMD,10000000000179,87.91
2024-01-08,Delhi,AMD,10000000000179,58.19
2024-01-09,Delhi,AMD,10000000000179,90.55
2024-01-10,Delhi,AMD,10000000000179,70.03
2024-01-11,Delhi,AMD,10000000000179,40.0
2024-01-12,Delhi,AMD,10000000000179,93.97
2024-01-13,Delhi,AMD,10000000000179,68.02
2024-01-14,Delhi,AMD,10000000000179,51.29
2024-01-15,Delhi,AMD,10000000000179,21.31
2024-01-16,Delhi,AMD,10000000000179,10.99
2024-01-17,Delhi,AMD,10000000000179,92.5
2024-01-18,Delhi,AMD,10000000000179,51.38
2024-01-19,Delhi,AMD,10000000000179,72.08
2024-01-20,Delhi,AMD,10000000000179,56.57
2024-01-21,Delhi,AMD,10000000000179,84.57
2024-01-22,Delhi,AMD,10000000000179,42.1
2024-01-23,Delhi,AMD,10000000000179,58.47
2024-01-24,Delhi,AMD,10000000000179,82.22
2024-01-25,Delhi,AMD,10000000000179,100.24
2024-01-26,Delhi,AMD,10000000000179,55.41
2024-01-27,Delhi,AMD,10000000000179,70.46
2024-01-28,Delhi,AMD,10000000000179,36.68
2024-01-29,Delhi,AMD,10000000000179,22.15
2024-01-30,Delhi,AMD,10000000000179,71.44
2024-01-01,Delhi,AMD,10000000000180,97.0
2024-01-02,Delhi,AMD,10000000000180,73.78
2024-01-03,Delhi,AMD,10000000000180,52.32
2024-01-04,Delhi,AMD,10000000000180,88.26
2024-01-05,Delhi,AMD,10000000000180,84.13
2024-01-06,Delhi,AMD,10000000000180,52.92
2024-01-07,Delhi,AMD,10000000000180,24.59
2024-01-08,Delhi,AMD,10000000000180,17.82
2024-01-09,Delhi,AMD,10000000000180,86.4
2024-01-10,Delhi,AMD,10000000000180,93.2
2024-01-11,Delhi,AMD,10000000000180,26.48
2024-01-12,Delhi,AMD,10000000000180,90.7
2024-01-13,Delhi,AMD,10000000000180,93.65
2024-01-14,Delhi,AMD,10000000000180,72.47
2024-01-15,Delhi,AMD,10000000000180,48.97
2024-01-16,Delhi,AMD,10000000000180,93.26
2024-01-17,Delhi,AMD,10000000000180,91.31
2024-01-18,Delhi,AMD,10000000000180,42.97
2024-01-19,Delhi,AMD,10000000000180,37.92
2024-01-20,Delhi,AMD,10000000000180,48.91
2024-01-21,Delhi,AMD,10000000000180,98.29
2024-01-22,Delhi,AMD,10000000000180,39.67
2024-01-23,Delhi,AMD,10000000000180,32.29
2024-01-24,Delhi,AMD,10000000000180,57.61
2024-01-25,Delhi,AMD,10000000000180,97.15
2024-01-26,Delhi,AMD,10000000000180,31.43
2024-01-27,Delhi,AMD,10000000000180,28.92
2024-01-28,Delhi,AMD,10000000000180,24.6
2024-01-29,Delhi,AMD,10000000000180,20.94
2024-01-30,Delhi,AMD,10000000000180,35.28
2024-01-01,Delhi,INTEL,10000000000181,42.94
2024-01-02,Delhi,INTEL,10000000000181,14.42
2024-01-03,Delhi,INTEL,10000000000181,32.59
2024-01-04,Delhi,INTEL,10000000000181,96.01
2024-01-05,Delhi,INTEL,10000000000181,48.29
2024-01-06,Delhi,INTEL,10000000000181,94.82
2024-01-07,Delhi,INTEL,10000000000181,78.42
2024-01-08,Delhi,INTEL,10000000000181,14.91
2024-01-09,Delhi,INTEL,10000000000181,92.96
2024-01-10,Delhi,INTEL,10000000000181,77.95
2024-01-11,Delhi,INTEL,10000000000181,55.42
2024-01-12,Delhi,INTEL,10000000000181,38.41
2024-01-13,Delhi,INTEL,10000000000181,79.42
2024-01-14,Delhi,INTEL,10000000000181,41.66
2024-01-15,Delhi,INTEL,10000000000181,82.14
2024-01-16,Delhi,INTEL,10000000000181,64.01
2024-01-17,Delhi,INTEL,10000000000181,89.09
2024-01-18,Delhi,INTEL,10000000000181,41.18
2024-01-19,Delhi,INTEL,10000000000181,86.24
2024-01-20,Delhi,INTEL,10000000000181,69.28
2024-01-21,Delhi,INTEL,10000000000181,84.43
2024-01-22,Delhi,INTEL,10000000000181,77.89
2024-01-23,Delhi,INTEL,10000000000181,68.57
2024-01-24,Delhi,INTEL,10000000000181,88.44
2024-01-25,Delhi,INTEL,10000000000181,17.26
2024-01-26,Delhi,INTEL,10000000000181,32.47
2024-01-27,Delhi,INTEL,10000000000181,37.29
2024-01-28,Delhi,INTEL,10000000000181,15.78
2024-01-29,Delhi,INTEL,10000000000181,83.63
2024-01-30,Delhi,INTEL,10000000000181,34.48
2024-01-01,Delhi,INTEL,10000000000182,94.61
2024-01-02,Delhi,INTEL,10000000000182,53.06
2024-01-03,Delhi,INTEL,10000000000182,38.19
2024-01-04,Delhi,INTEL,10000000000182,15.85
2024-01-05,Delhi,INTEL,10000000000182,98.94
2024-01-06,Delhi,INTEL,10000000000182,81.81
2024-01-07,Delhi,INTEL,10000000000182,79.89
2024-01-08,Delhi,INTEL,10000000000182,41.17
2024-01-09,Delhi,INTEL,10000000000182,17.88
2024-01-10,Delhi,INTEL,10000000000182,53.72
2024-01-11,Delhi,INTEL,10000000000182,57.67
2024-01-12,Delhi,INTEL,10000000000182,88.49
2024-01-13,Delhi,INTEL,10000000000182,56.31
2024-01-14,Delhi,INTEL,10000000000182,82.99
2024-01-15,Delhi,INTEL,10000000000182,79.45
2024-01-16,Delhi,INTEL,10000000000182,92.94
2024-01-17,Delhi,INTEL,10000000000182,31.17
2024-01-18,Delhi,INTEL,10000000000182,82.39
2024-01-19,Delhi,INTEL,10000000000182,34.09
2024-01-20,Delhi,INTEL,10000000000182,73.87
2024-01-21,Delhi,INTEL,10000000000182,78.15
2024-01-22,Delhi,INTEL,10000000000182,54.89
2024-01-23,Delhi,INTEL,10000000000182,61.57
2024-01-24,Delhi,INTEL,10000000000182,42.3
2024-01-25,Delhi,INTEL,10000000000182,49.77
2024-01-26,Delhi,INTEL,10000000000182,38.56
2024-01-27,Delhi,INTEL,10000000000182,59.7
2024-01-28,Delhi,INTEL,10000000000182,84.66
2024-01-29,Delhi,INTEL,10000000000182,30.68
2024-01-30,Delhi,INTEL,10000000000182,54.04
2024-01-01,Delhi,INTEL,10000000000183,61.05
2024-01-02,Delhi,INTEL,10000000000183,95.38
2024-01-03,Delhi,INTEL,10000000000183,49.68
2024-01-04,Delhi,INTEL,10000000000183,73.84
2024-01-05,Delhi,INTEL,10000000000183,71.56
2024-01-06,Delhi,INTEL,10000000000183,32.38
2024-01-07,Delhi,INTEL,10000000000183,72.03
2024-01-08,Delhi,INTEL,10000000000183,77.75
2024-01-09,Delhi,INTEL,10000000000183,62.85
2024-01-10,Delhi,INTEL,10000000000183,8.85
2024-01-11,Delhi,INTEL,10000000000183,77.53
2024-01-12,Delhi,INTEL,10000000000183,19.58
2024-01-13,Delhi,INTEL,10000000000183,42.27
2024-01-14,Delhi,INTEL,10000000000183,80.89
2024-01-15,Delhi,INTEL,10000000000183,72.43
2024-01-16,Delhi,INTEL,10000000000183,89.14
2024-01-17,Delhi,INTEL,10000000000183,20.69
2024-01-18,Delhi,INTEL,10000000000183,14.57
2024-01-19,Delhi,INTEL,10000000000183,55.19
2024-01-20,Delhi,INTEL,10000000000183,46.54
2024-01-21,Delhi,INTEL,10000000000183,82.81
2024-01-22,Delhi,INTEL,10000000000183,65.6
2024-01-23,Delhi,INTEL,10000000000183,40.89
2024-01-24,Delhi,INTEL,10000000000183,43.82
2024-01-25,Delhi,INTEL,10000000000183,67.01
2024-01-26,Delhi,INTEL,10000000000183,78.51
2024-01-27,Delhi,INTEL,10000000000183,11.41
2024-01-28,Delhi,INTEL,10000000000183,50.52
2024-01-29,Delhi,INTEL,10000000000183,61.39
2024-01-30,Delhi,INTEL,10000000000183,73.49
2024-01-01,Delhi,AMD,10000000000184,34.92
2024-01-02,Delhi,AMD,10000000000184,58.34
2024-01-03,Delhi,AMD,10000000000184,34.43
2024-01-04,Delhi,AMD,10000000000184,21.93
2024-01-05,Delhi,AMD,10000000000184,10.24
2024-01-06,Delhi,AMD,10000000000184,9.12
2024-01-07,Delhi,AMD,10000000000184,89.94
2024-01-08,Delhi,AMD,10000000000184,101.59
2024-01-09,Delhi,AMD,10000000000184,61.51
2024-01-10,Delhi,AMD,10000000000184,62.6
2024-01-11,Delhi,AMD,10000000000184,51.07
2024-01-12,Delhi,AMD,10000000000184,73.44
2024-01-13,Delhi,AMD,10000000000184,62.07
2024-01-14,Delhi,AMD,10000000000184,47.86
2024-01-15,Delhi,AMD,10000000000184,71.4
2024-01-16,Delhi,AMD,10000000000184,29.64
2024-01-17,Delhi,AMD,10000000000184,27.19
2024-01-18,Delhi,AMD,10000000000184,93.78
2024-01-19,Delhi,AMD,10000000000184,93.03
2024-01-20,Delhi,AMD,10000000000184,70.29
2024-01-21,Delhi,AMD,10000000000184,60.74
2024-01-22,Delhi,AMD,10000000000184,50.42
2024-01-23,Delhi,AMD,10000000000184,94.71
2024-01-24,Delhi,AMD,10000000000184,99.39
2024-01-25,Delhi,AMD,10000000000184,15.47
2024-01-26,Delhi,AMD,10000000000184,86.84
2024-01-27,Delhi,AMD,10000000000184,26.0
2024-01-28,Delhi,AMD,10000000000184,95.84
2024-01-29,Delhi,AMD,10000000000184,48.97
2024-01-30,Delhi,AMD,10000000000184,14.86
2024-01-01,Delhi,INTEL,10000000000185,48.3
2024-01-02,Delhi,INTEL,10000000000185,79.6
2024-01-03,Delhi,INTEL,10000000000185,46.37
2024-01-04,Delhi,INTEL,10000000000185,15.87
2024-01-05,Delhi,INTEL,10000000000185,97.5
2024-01-06,Delhi,INTEL,10000000000185,55.42
2024-01-07,Delhi,INTEL,10000000000185,45.5
2024-01-08,Delhi,INTEL,10000000000185,58.21
2024-01-09,Delhi,INTEL,10000000000185,27.71
2024-01-10,Delhi,INTEL,10000000000185,65.02
2024-01-11,Delhi,INTEL,10000000000185,50.74
2024-01-12,Delhi,INTEL,10000000000185,97.14
2024-01-13,Delhi,INTEL,10000000000185,19.21
2024-01-14,Delhi,INTEL,10000000000185,17.43
2024-01-15,Delhi,INTEL,10000000000185,31.57
2024-01-16,Delhi,INTEL,10000000000185,66.72
2024-01-17,Delhi,INTEL,10000000000185,59.93
2024-01-18,Delhi,INTEL,10000000000185,44.65
2024-01-19,Delhi,INTEL,10000000000185,21.0
2024-01-20,Delhi,INTEL,10000000000185,59.59
2024-01-21,Delhi,INTEL,10000000000185,83.98
2024-01-22,Delhi,INTEL,10000000000185,48.73
2024-01-23,Delhi,INTEL,10000000000185,28.45
2024-01-24,Delhi,INTEL,10000000000185,35.98
2024-01-25,Delhi,INTEL,10000000000185,35.36
2024-01-26,Delhi,INTEL,10000000000185,95.17
2024-01-27,Delhi,INTEL,10000000000185,71.17
2024-01-28,Delhi,INTEL,10000000000185,31.77
2024-01-29,Delhi,INTEL,10000000000185,66.76
2024-01-30,Delhi,INTEL,10000000000185,18.92
2024-01-01,Delhi,AMD,10000000000186,71.32
2024-01-02,Delhi,AMD,10000000000186,48.7
2024-01-03,Delhi,AMD,10000000000186,67.59
2024-01-04,Delhi,AMD,10000000000186,71.64
2024-01-05,Delhi,AMD,10000000000186,68.34
2024-01-06,Delhi,AMD,10000000000186,20.15
2024-01-07,Delhi,AMD,10000000000186,78.97
2024-01-08,Delhi,AMD,10000000000186,53.23
2024-01-09,Delhi,AMD,10000000000186,35.52
2024-01-10,Delhi,AMD,10000000000186,60.79
2024-01-11,Delhi,AMD,10000000000186,57.59
2024-01-12,Delhi,AMD,10000000000186,57.49
2024-01-13,Delhi,AMD,10000000000186,13.86
2024-01-14,Delhi,AMD,10000000000186,97.96
2024-01-15,Delhi,AMD,10000000000186,93.41
2024-01-16,Delhi,AMD,10000000000186,41.89
2024-01-17,Delhi,AMD,10000000000186,96.21
2024-01-18,Delhi,AMD,10000000000186,10.41
2024-01-19,Delhi,AMD,10000000000186,47.69
2024-01-20,Delhi,AMD,10000000000186,52.77
2024-01-21,Delhi,AMD,10000000000186,99.01
2024-01-22,Delhi,AMD,10000000000186,46.82
2024-01-23,Delhi,AMD,10000000000186,38.42
2024-01-24,Delhi,AMD,10000000000186,80.42
2024-01-25,Delhi,AMD,10000000000186,20.97
2024-01-26,Delhi,AMD,10000000000186,25.62
2024-01-27,Delhi,AMD,10000000000186,93.09
2024-01-28,Delhi,AMD,10000000000186,16.17
2024-01-29,Delhi,AMD,10000000000186,88.98
2024-01-30,Delhi,AMD,10000000000186,15.99
2024-01-01,Delhi,INTEL,10000000000187,72.89
2024-01-02,Delhi,INTEL,10000000000187,25.09
2024-01-03,Delhi,INTEL,10000000000187,79.09
2024-01-04,Delhi,INTEL,10000000000187,55.66
2024-01-05,Delhi,INTEL,10000000000187,20.16
2024-01-06,Delhi,INTEL,10000000000187,24.85
2024-01-07,Delhi,INTEL,10000000000187,20.57
2024-01-08,Delhi,INTEL,10000000000187,48.1
2024-01-09,Delhi,INTEL,10000000000187,62.16
2024-01-10,Delhi,INTEL,10000000000187,31.49
2024-01-11,Delhi,INTEL,10000000000187,24.8
2024-01-12,Delhi,INTEL,10000000000187,35.46
2024-01-13,Delhi,INTEL,10000000000187,24.97
2024-01-14,Delhi,INTEL,10000000000187,31.74
2024-01-15,Delhi,INTEL,10000000000187,40.88
2024-01-16,Delhi,INTEL,10000000000187,80.43
2024-01-17,Delhi,INTEL,10000000000187,22.25
2024-01-18,Delhi,INTEL,10000000000187,82.27
2024-01-19,Delhi,INTEL,10000000000187,85.49
2024-01-20,Delhi,INTEL,10000000000187,60.25
2024-01-21,Delhi,INTEL,10000000000187,77.22
2024-01-22,Delhi,INTEL,10000000000187,78.53
2024-01-23,Delhi,INTEL,10000000000187,17.41
2024-01-24,Delhi,INTEL,10000000000187,87.57
2024-01-25,Delhi,INTEL,10000000000187,80.04
2024-01-26,Delhi,INTEL,10000000000187,19.52
2024-01-27,Delhi,INTEL,10000000000187,36.35
2024-01-28,Delhi,INTEL,10000000000187,97.52
2024-01-29,Delhi,INTEL,10000000000187,64.04
2024-01-30,Delhi,INTEL,10000000000187,31.23
2024-01-01,Delhi,AMD,10000000000188,72.37
2024-01-02,Delhi,AMD,10000000000188,91.74
2024-01-03,Delhi,AMD,10000000000188,59.19
2024-01-04,Delhi,AMD,10000000000188,24.8
2024-01-05,Delhi,AMD,10000000000188,50.35
2024-01-06,Delhi,AMD,10000000000188,61.27
2024-01-07,Delhi,AMD,10000000000188,15.05
2024-01-08,Delhi,AMD,10000000000188,22.34
2024-01-09,Delhi,AMD,10000000000188,13.74
2024-01-10,Delhi,AMD,10000000000188,20.03
2024-01-11,Delhi,AMD,10000000000188,97.36
2024-01-12,Delhi,AMD,10000000000188,74.27
2024-01-13,Delhi,AMD,10000000000188,90.38
2024-01-14,Delhi,AMD,10000000000188,68.86
2024-01-15,Delhi,AMD,10000000000188,69.46
2024-01-16,Delhi,AMD,10000000000188,10.42
2024-01-17,Delhi,AMD,10000000000188,68.6
2024-01-18,Delhi,AMD,10000000000188,60.39
2024-01-19,Delhi,AMD,10000000000188,94.56
2024-01-20,Delhi,AMD,10000000000188,91.26
2024-01-21,Delhi,AMD,10000000000188,77.47
2024-01-22,Delhi,AMD,10000000000188,60.45
2024-01-23,Delhi,AMD,10000000000188,64.56
2024-01-24,Delhi,AMD,10000000000188,25.29
2024-01-25,Delhi,AMD,10000000000188,50.37
2024-01-26,Delhi,AMD,10000000000188,42.46
2024-01-27,Delhi,AMD,10000000000188,95.24
2024-01-28,Delhi,AMD,10000000000188,99.01
2024-01-29,Delhi,AMD,10000000000188,61.03
2024-01-30,Delhi,AMD,10000000000188,55.21
2024-01-01,Delhi,INTEL,10000000000189,88.78
2024-01-02,Delhi,INTEL,10000000000189,51.81
2024-01-03,Delhi,INTEL,10000000000189,84.44
2024-01-04,Delhi,INTEL,10000000000189,41.22
2024-01-05,Delhi,INTEL,10000000000189,49.85
2024-01-06,Delhi,INTEL,10000000000189,70.09
2024-01-07,Delhi,INTEL,10000000000189,96.88
2024-01-08,Delhi,INTEL,10000000000189,72.47
2024-01-09,Delhi,INTEL,10000000000189,93.26
2024-01-10,Delhi,INTEL,10000000000189,52.37
2024-01-11,Delhi,INTEL,10000000000189,61.13
2024-01-12,Delhi,INTEL,10000000000189,32.98
2024-01-13,Delhi,INTEL,10000000000189,93.95
2024-01-14,Delhi,INTEL,10000000000189,69.56
2024-01-15,Delhi,INTEL,10000000000189,59.22
2024-01-16,Delhi,INTEL,10000000000189,97.91
2024-01-17,Delhi,INTEL,10000000000189,32.12
2024-01-18,Delhi,INTEL,10000000000189,54.3
2024-01-19,Delhi,INTEL,10000000000189,26.12
2024-01-20,Delhi,INTEL,10000000000189,60.82
2024-01-21,Delhi,INTEL,10000000000189,23.63
2024-01-22,Delhi,INTEL,10000000000189,26.26
2024-01-23,Delhi,INTEL,10000000000189,89.01
2024-01-24,Delhi,INTEL,10000000000189,32.8
2024-01-25,Delhi,INTEL,10000000000189,69.09
2024-01-26,Delhi,INTEL,10000000000189,26.63
2024-01-27,Delhi,INTEL,10000000000189,82.42
2024-01-28,Delhi,INTEL,10000000000189,10.78
2024-01-29,Delhi,INTEL,10000000000189,51.79
2024-01-30,Delhi,INTEL,10000000000189,30.7
2024-01-01,Delhi,INTEL,10000000000190,14.04
2024-01-02,Delhi,INTEL,10000000000190,68.14
2024-01-03,Delhi,INTEL,10000000000190,28.34
2024-01-04,Delhi,INTEL,10000000000190,91.9
2024-01-05,Delhi,INTEL,10000000000190,78.66
2024-01-06,Delhi,INTEL,10000000000190,61.12
2024-01-07,Delhi,INTEL,10000000000190,52.02
2024-01-08,Delhi,INTEL,10000000000190,35.82
2024-01-09,Delhi,INTEL,10000000000190,90.93
2024-01-10,Delhi,INTEL,10000000000190,18.8
2024-01-11,Delhi,INTEL,10000000000190,96.52
2024-01-12,Delhi,INTEL,10000000000190,76.97
